date,today_state_of_the_economy,tomorrow_state_of_the_economy,next_week_state_of_the_economy,direction,magnitude
2022-10-04,-5,-32.5,-2.5,DOWN,1.51
2022-10-05,-32.5,-5,-2.5,UP,0.92
2022-10-06,-5,-90,-2.5,UP,1.07
2022-10-07,-90,0,-2.5,UP,0.48
2022-10-10,0,0,-13,UP,0.30
2022-10-11,0,70,-13,UP,0.07
2022-10-12,70,-25,-13,UP,0.09
2022-10-13,-25,3.33,-13,DOWN,0.85
2022-10-14,3.33,-40,-13,UP,0.85
2022-10-17,-40,45,-40.83,DOWN,1.12
2022-10-18,45,-23.33,-40.83,UP,0.08
2022-10-19,-23.33,-27.5,-40.83,UP,0.76
2022-10-20,-27.5,0,-40.83,DOWN,0.09
2022-10-21,0,0,-40.83,DOWN,0.77
2022-10-24,0,-36.67,-20,DOWN,0.02
2022-10-25,-36.67,-45,-20,DOWN,0.93
2022-10-26,-45,-60,-20,DOWN,1.13
2022-10-27,-60,-16.67,-20,UP,0.81
2022-10-28,-16.67,40,-20,UP,0.14
2022-10-31,40,-26.67,-38.75,UP,0.70
2022-11-01,-26.67,53.33,-38.75,DOWN,0.04
2022-11-02,53.33,-35,-38.75,DOWN,0.13
2022-11-03,-35,-86.67,-38.75,UP,1.43
2022-11-04,-86.67,0,-38.75,DOWN,1.82
2022-11-07,0,-30,26.43,DOWN,0.69
2022-11-08,-30,-40,26.43,DOWN,0.44
2022-11-09,-40,-37.5,26.43,UP,0.83
2022-11-10,-37.5,-45,26.43,DOWN,2.12
2022-11-11,-45,0,26.43,DOWN,1.77
2022-11-14,0,52.5,-14,UP,0.35
2022-11-15,52.5,65,-14,DOWN,0.24
2022-11-16,65,-12,-14,DOWN,0.11
2022-11-17,-12,-40,-14,UP,0.39
2022-11-18,-40,0,-14,UP,0.22
2022-11-21,0,-30,-30,UP,0.84
2022-11-22,-30,-12.22,-30,DOWN,0.57
2022-11-23,-12.22,0,-30,DOWN,1.06
2022-11-24,0,0,-30,DOWN,0.25
2022-11-25,0,0,-30,UP,0.13
2022-11-28,0,-36.67,0.91,UP,0.68
2022-11-29,-36.67,-25,0.91,UP,0.13
2022-11-30,-25,-10,0.91,DOWN,0.81
2022-12-01,-10,-90,0.91,DOWN,1.15
2022-12-02,-90,-80,0.91,DOWN,0.17
2022-12-05,-80,10,-14.62,UP,0.71
2022-12-06,10,-5,-14.62,UP,0.28
2022-12-07,-5,-5,-14.62,DOWN,0.45
2022-12-08,-5,22.5,-14.62,DOWN,0.31
2022-12-09,22.5,0,-14.62,UP,0.04
2022-12-12,0,-56.67,-36.43,UP,0.31
2022-12-13,-56.67,23.33,-36.43,DOWN,1.09
2022-12-14,23.33,-12.86,-36.43,DOWN,0.20
2022-12-15,-12.86,0,-36.43,UP,0.76
2022-12-16,0,0,-36.43,UP,0.13
2022-12-19,0,-26.67,-16.67,UP,0.02
2022-12-20,-26.67,-2.5,-16.67,DOWN,0.72
2022-12-21,-2.5,-60,-16.67,UP,0.18
2022-12-22,-60,-60,-16.67,UP,0.26
2022-12-23,-60,0,-16.67,DOWN,0.11
2022-12-26,0,-30,-37.27,DOWN,0.02
2022-12-27,-30,40,-37.27,DOWN,0.12
2022-12-28,40,-50,-37.27,UP,0.27
2022-12-29,-50,40,-37.27,DOWN,0.59
2022-12-30,40,0,-37.27,DOWN,0.31
2023-01-02,0,0,-21.25,DOWN,0.04
2023-01-03,0,-55,-21.25,UP,0.97
2023-01-04,-55,-28,-21.25,DOWN,0.26
2023-01-05,-28,-40,-21.25,UP,0.76
2023-01-06,-40,0,-21.25,DOWN,1.10
2023-01-09,0,30,5,DOWN,0.85
2023-01-10,30,40,5,UP,0.23
2023-01-11,40,-62.5,5,DOWN,0.05
2023-01-12,-62.5,5,5,DOWN,0.91
2023-01-13,5,0,5,DOWN,0.05
2023-01-16,0,40,15.38,UP,0.07
2023-01-17,40,18.33,15.38,UP,0.12
2023-01-18,18.33,-6.67,15.38,DOWN,0.03
2023-01-19,-6.67,-40,15.38,DOWN,0.29
2023-01-20,-40,0,15.38,DOWN,0.05
2023-01-23,0,30,-25.71,UP,0.13
2023-01-24,30,40,-25.71,DOWN,0.22
2023-01-25,40,-14,-25.71,DOWN,0.27
2023-01-26,-14,33.33,-25.71,UP,0.20
2023-01-27,33.33,0,-25.71,UP,0.09
2023-01-30,0,-13.33,21.25,UP,0.34
2023-01-31,-13.33,-6,21.25,DOWN,0.18
2023-02-01,-6,-55,21.25,DOWN,0.86
2023-02-02,-55,-45,21.25,UP,0.52
2023-02-03,-45,0,21.25,UP,1.15
2023-02-06,0,40,8.57,UP,0.68
2023-02-07,40,40,8.57,DOWN,0.18
2023-02-08,40,-55,8.57,DOWN,0.02
2023-02-09,-55,53.33,8.57,DOWN,0.18
2023-02-10,53.33,0,8.57,UP,0.40
2023-02-13,0,-56.67,2.31,DOWN,0.28
2023-02-14,-56.67,60,2.31,DOWN,0.11
2023-02-15,60,-1.67,2.31,UP,0.67
2023-02-16,-1.67,0,2.31,DOWN,0.06
2023-02-17,0,0,2.31,UP,0.00
2023-02-20,0,40,-3,UP,0.00
2023-02-21,40,30,-3,UP,0.31
2023-02-22,30,-16,-3,UP,0.38
2023-02-23,-16,6.67,-3,UP,0.02
2023-02-24,6.67,-40,-3,UP,0.58
2023-02-27,-40,22.5,1.11,DOWN,0.51
2023-02-28,22.5,55,1.11,UP,0.19
2023-03-01,55,-55,1.11,DOWN,0.37
2023-03-02,-55,-80,1.11,UP,0.53
2023-03-03,-80,0,1.11,DOWN,0.49
2023-03-06,0,30,-22.5,DOWN,0.16
2023-03-07,30,22.5,-22.5,UP,1.21
2023-03-08,22.5,-55,-22.5,UP,0.05
2023-03-09,-55,0,-22.5,DOWN,0.33
2023-03-10,0,0,-22.5,DOWN,0.69
2023-03-13,0,-56.67,19,DOWN,0.95
2023-03-14,-56.67,-34,19,UP,0.01
2023-03-15,-34,8,19,UP,1.01
2023-03-16,8,-20,19,DOWN,0.22
2023-03-17,-20,0,19,DOWN,0.68
2023-03-20,0,35,-33.33,DOWN,0.41
2023-03-21,35,30,-33.33,DOWN,0.02
2023-03-22,30,6,-33.33,DOWN,0.88
2023-03-23,6,0,-33.33,UP,0.18
2023-03-24,0,0,-33.33,UP,0.58
2023-03-27,0,-16.67,-25,DOWN,0.25
2023-03-28,-16.67,0,-25,DOWN,0.42
2023-03-29,0,-30,-25,UP,0.21
2023-03-30,-30,-55,-25,DOWN,0.49
2023-03-31,-55,-70,-25,UP,0.36
2023-04-03,-70,-35,-16.67,DOWN,0.41
2023-04-04,-35,-20,-16.67,DOWN,0.49
2023-04-05,-20,55,-16.67,UP,0.26
2023-04-06,55,-90,-16.67,DOWN,0.03
2023-04-10,0,-30,-8.89,UP,0.48
2023-04-11,-30,-17.5,-8.89,DOWN,0.37
2023-04-12,-17.5,32.5,-8.89,DOWN,0.68
2023-04-13,32.5,-46.67,-8.89,DOWN,0.48
2023-04-14,-46.67,40,-8.89,UP,0.53
2023-04-17,40,-26.67,-28,UP,0.54
2023-04-18,-26.67,5,-28,DOWN,0.34
2023-04-19,5,-16.67,-28,UP,0.22
2023-04-20,-16.67,0,-28,DOWN,0.13
2023-04-21,0,0,-28,DOWN,0.02
2023-04-24,0,-15,-4,DOWN,0.46
2023-04-25,-15,-35,-4,UP,0.50
2023-04-26,-35,-32,-4,DOWN,0.38
2023-04-27,-32,-32.5,-4,UP,0.03
2023-04-28,-32.5,70,-4,UP,0.16
2023-05-01,70,-35,-30,UP,0.48
2023-05-02,-35,26,-30,DOWN,0.19
2023-05-03,26,-53.33,-30,DOWN,0.61
2023-05-04,-53.33,-7.5,-30,UP,0.06
2023-05-05,-7.5,0,-30,DOWN,0.19
2023-05-08,0,-30,14.17,UP,0.17
2023-05-09,-30,-46.67,14.17,UP,0.23
2023-05-10,-46.67,7.5,14.17,DOWN,0.13
2023-05-11,7.5,-55,14.17,UP,0.57
2023-05-12,-55,-40,14.17,UP,0.61
2023-05-15,-40,32.5,8.67,DOWN,0.24
2023-05-16,32.5,23.33,8.67,UP,0.13
2023-05-17,23.33,2.5,8.67,UP,0.31
2023-05-18,2.5,0,8.67,UP,0.68
2023-05-19,0,0,8.67,DOWN,0.37
2023-05-22,0,10,-36.67,UP,0.00
2023-05-23,10,35,-36.67,UP,0.28
2023-05-24,35,12,-36.67,UP,0.39
2023-05-25,12,-6,-36.67,UP,0.35
2023-05-26,-6,0,-36.67,DOWN,0.04
2023-05-29,0,-40,17.14,UP,0.05
2023-05-30,-40,-10,17.14,DOWN,0.09
2023-05-31,-10,-38.33,17.14,UP,0.15
2023-06-01,-38.33,-52.5,17.14,DOWN,0.74
2023-06-02,-52.5,80,17.14,UP,0.44
2023-06-05,80,30,-13.13,DOWN,0.02
2023-06-06,30,40,-13.13,UP,0.12
2023-06-07,40,-55,-13.13,DOWN,0.02
2023-06-08,-55,0,-13.13,DOWN,0.73
2023-06-09,0,0,-13.13,UP,0.21
2023-06-12,0,-56.67,15.56,UP,0.09
2023-06-13,-56.67,-26.67,15.56,DOWN,0.30
2023-06-14,-26.67,-17.14,15.56,DOWN,0.38
2023-06-15,-17.14,53.33,15.56,DOWN,0.82
2023-06-16,53.33,0,15.56,UP,0.13
2023-06-19,0,55,-6.11,UP,0.27
2023-06-20,55,30,-6.11,UP,0.02
2023-06-21,30,0,-6.11,DOWN,0.46
2023-06-22,0,0,-6.11,UP,0.31
2023-06-23,0,0,-6.11,UP,0.50
2023-06-26,0,10,-17.69,DOWN,0.20
2023-06-27,10,-35,-17.69,DOWN,0.19
2023-06-28,-35,-4,-17.69,UP,0.41
2023-06-29,-4,-11.67,-17.69,UP,0.42
2023-06-30,-11.67,70,-17.69,DOWN,0.42
2023-07-03,70,0,0,UP,0.05
2023-07-04,0,-30,0,UP,0.08
2023-07-05,-30,-21.25,0,UP,0.32
2023-07-06,-21.25,-33.33,0,DOWN,0.29
2023-07-07,-33.33,0,0,DOWN,0.78
2023-07-10,0,-30,-17.27,DOWN,0.29
2023-07-11,-30,-37.5,-17.27,DOWN,0.24
2023-07-12,-37.5,7.5,-17.27,DOWN,1.19
2023-07-13,7.5,50,-17.27,DOWN,0.75
2023-07-14,50,-40,-17.27,UP,0.14
2023-07-17,-40,30,15.26,DOWN,0.07
2023-07-18,30,-25,15.26,UP,0.10
2023-07-19,-25,-27.5,15.26,UP,0.34
2023-07-20,-27.5,0,15.26,UP,0.60
2023-07-21,0,0,15.26,UP,0.19
2023-07-24,0,16.67,-10,UP,0.28
2023-07-25,16.67,18,-10,UP,0.00
2023-07-26,18,-16,-10,DOWN,0.45
2023-07-27,-16,38.33,-10,UP,0.87
2023-07-28,38.33,40,-10,DOWN,0.15
2023-07-31,40,20,-0.83,UP,0.24
2023-08-01,20,-10,-0.83,UP,0.43
2023-08-02,-10,-63.33,-0.83,UP,0.28
2023-08-03,-63.33,0,-0.83,DOWN,0.05
2023-08-04,0,0,-0.83,DOWN,0.51
2023-08-07,0,-40,20.83,UP,0.03
2023-08-08,-40,-5,20.83,UP,0.47
2023-08-09,-5,-13.33,20.83,DOWN,0.04
2023-08-10,-13.33,24,20.83,UP,0.03
2023-08-11,24,0,20.83,UP,0.31
2023-08-14,0,-2.5,-13.64,UP,0.34
2023-08-15,-2.5,42,-13.64,UP,0.02
2023-08-16,42,16.67,-13.64,UP,0.21
2023-08-17,16.67,0,-13.64,UP,0.14
2023-08-18,0,0,-13.64,DOWN,0.18
2023-08-21,0,-35,5.29,DOWN,0.08
2023-08-22,-35,22.5,5.29,UP,0.25
2023-08-23,22.5,50,5.29,DOWN,0.14
2023-08-24,50,-55,5.29,UP,0.54
2023-08-25,-55,0,5.29,UP,0.10
2023-08-28,0,37.5,-18.33,DOWN,0.02
2023-08-29,37.5,-46.67,-18.33,DOWN,0.51
2023-08-30,-46.67,12,-18.33,DOWN,0.36
2023-08-31,12,80,-18.33,UP,0.45
2023-09-01,80,0,-18.33,UP,0.60
2023-09-04,0,0,-33.85,UP,0.00
2023-09-05,0,-20,-33.85,UP,0.55
2023-09-06,-20,-16.67,-33.85,UP,0.05
2023-09-07,-16.67,0,-33.85,UP,0.19
2023-09-08,0,0,-33.85,UP,0.03
2023-09-11,0,-30,-21.11,DOWN,0.49
2023-09-12,-30,-13.33,-21.11,UP,0.13
2023-09-13,-13.33,-68,-21.11,UP,0.06
2023-09-14,-68,-7.5,-21.11,UP,0.61
2023-09-15,-7.5,0,-21.11,DOWN,0.09
2023-09-18,0,-26.67,-37.78,DOWN,0.11
2023-09-19,-26.67,40,-37.78,DOWN,0.04
2023-09-20,40,-30,-37.78,DOWN,0.04
2023-09-21,-30,0,-37.78,UP,0.23
2023-09-22,0,0,-37.78,UP,0.21
2023-09-25,0,-10,-24.55,UP,0.40
2023-09-26,-10,-40,-24.55,UP,0.22
2023-09-27,-40,-56,-24.55,UP,0.41
2023-09-28,-56,-44.29,-24.55,DOWN,0.42
2023-09-29,-44.29,70,-24.55,UP,0.00
2023-10-02,70,-5,-53.33,UP,0.64
2023-10-03,-5,-53.33,-53.33,UP,0.09
2023-10-04,-53.33,-53.33,-53.33,DOWN,0.19
2023-10-05,-53.33,-5,-53.33,DOWN,0.44
2023-10-06,-5,0,-53.33,DOWN,0.27
2023-10-09,0,0,-14.17,UP,0.04
2023-10-10,0,-50,-14.17,DOWN,0.24
2023-10-11,-50,-58,-14.17,DOWN,0.01
2023-10-12,-58,-45,-14.17,UP,0.74
2023-10-13,-45,-40,-14.17,UP,0.05
2023-10-16,-40,-17.5,-5.33,DOWN,0.38
2023-10-17,-17.5,16.67,-5.33,UP,0.01
2023-10-18,16.67,-27.5,-5.33,UP,0.29
2023-10-19,-27.5,0,-5.33,DOWN,0.29
2023-10-20,0,0,-5.33,DOWN,0.08
2023-10-23,0,-30,-18.33,DOWN,0.58
2023-10-24,-30,-13.33,-18.33,UP,0.69
2023-10-25,-13.33,-12,-18.33,UP,0.24
2023-10-26,-12,8.33,-18.33,UP,0.07
2023-10-27,8.33,0,-18.33,DOWN,0.04
2023-10-30,0,-2.5,1.43,DOWN,0.41
2023-10-31,-2.5,13.33,1.43,UP,0.51
2023-11-01,13.33,5,1.43,UP,0.21
2023-11-02,5,-86.67,1.43,DOWN,0.71
2023-11-03,-86.67,0,1.43,DOWN,1.04
2023-11-06,0,40,-30.77,UP,0.19
2023-11-07,40,0,-30.77,UP,0.30
2023-11-08,0,5,-30.77,UP,0.05
2023-11-09,5,-26.67,-30.77,UP,0.30
2023-11-10,-26.67,0,-30.77,DOWN,0.05
2023-11-13,0,-20,-4,DOWN,0.22
2023-11-14,-20,-13.33,-4,DOWN,1.50
2023-11-15,-13.33,-56.67,-4,UP,0.33
2023-11-16,-56.67,-55,-4,DOWN,0.04
2023-11-17,-55,0,-4,DOWN,0.41
2023-11-20,0,-35,6,DOWN,0.46
2023-11-21,-35,16.67,6,UP,0.12
2023-11-22,16.67,0,6,UP,0.35
2023-11-23,0,0,6,DOWN,0.14
2023-11-24,0,50,6,DOWN,0.36
2023-11-27,50,36.67,18.46,DOWN,0.19
2023-11-28,36.67,16.67,18.46,DOWN,0.44
2023-11-29,16.67,-40,18.46,UP,0.02
2023-11-30,-40,70,18.46,UP,0.71
2023-12-01,70,0,18.46,DOWN,0.22
2023-12-04,0,23.33,8.18,UP,0.43
2023-12-05,23.33,43.33,8.18,UP,0.33
2023-12-06,43.33,-5,8.18,UP,0.10
2023-12-07,-5,10,8.18,DOWN,0.59
2023-12-08,10,0,8.18,UP,0.45
2023-12-11,0,-20,-5,UP,0.08
2023-12-12,-20,33.33,-5,DOWN,0.22
2023-12-13,33.33,2.5,-5,DOWN,0.95
2023-12-14,2.5,10,-5,DOWN,0.88
2023-12-15,10,0,-5,UP,0.58
2023-12-18,0,-6.67,-6.67,UP,0.01
2023-12-19,-6.67,2.5,-6.67,DOWN,0.38
2023-12-20,2.5,-12,-6.67,UP,0.23
2023-12-21,-12,-3.75,-6.67,DOWN,0.56
2023-12-22,-3.75,0,-6.67,DOWN,0.14
2023-12-25,0,30,-15.45,UP,0.1
2023-12-26,30,0,-15.45,DOWN,0.23
2023-12-27,0,-7.5,-15.45,DOWN,0.47
2023-12-28,-7.5,-40,-15.45,UP,0.24
2023-12-29,-40,0,-15.45,UP,0.10
2024-01-01,0,0,1.11,UP,0.06
2024-01-02,0,20,1.11,UP,0.86
2024-01-03,20,27.5,1.11,UP,0.28
2024-01-04,27.5,-85,1.11,DOWN,0.07
2024-01-05,-85,0,1.11,DOWN,0.01
2024-01-08,0,10,10,DOWN,0.20
2024-01-09,10,-40,10,UP,0.35
2024-01-10,-40,-27.5,10,DOWN,0.20
2024-01-11,-27.5,70,10,DOWN,0.07
2024-01-12,70,0,10,UP,0.11
2024-01-15,0,40,-5,UP,0.00
2024-01-16,40,25,-5,UP,0.94
2024-01-17,25,-6.67,-5,UP,0.09
2024-01-18,-6.67,23.33,-5,UP,0.09
2024-01-19,23.33,0,-5,DOWN,0.24
2024-01-22,0,30,-16.67,UP,0.04
2024-01-23,30,-40,-16.67,UP,0.28
2024-01-24,-40,-3.33,-16.67,DOWN,0.37
2024-01-25,-3.33,-10,-16.67,UP,0.32
2024-01-26,-10,0,-16.67,DOWN,0.14
2024-01-29,0,2.5,28.33,UP,0.17
2024-01-30,2.5,-13.33,28.33,DOWN,0.20
2024-01-31,-13.33,26.67,28.33,DOWN,0.13
2024-02-01,26.67,-43.75,28.33,DOWN,0.21
2024-02-02,-43.75,80,28.33,UP,0.84
2024-02-05,80,-30,-3.33,UP,0.51
2024-02-06,-30,5,-3.33,DOWN,0.23
2024-02-07,5,55,-3.33,DOWN,0.14
2024-02-08,55,0,-3.33,UP,0.11
2024-02-09,0,0,-3.33,DOWN,0.06
2024-02-12,0,-56.67,20,UP,0.06
2024-02-13,-56.67,40,20,UP,0.76
2024-02-14,40,-1.43,20,DOWN,0.23
2024-02-15,-1.43,11.43,20,DOWN,0.40
2024-02-16,11.43,0,20,UP,0.00
2024-02-19,0,0,5.88,DOWN,0.01
2024-02-20,0,30,5.88,DOWN,0.20
2024-02-21,30,17.5,5.88,DOWN,0.07
2024-02-22,17.5,0,5.88,DOWN,0.05
2024-02-23,0,0,5.88,DOWN,0.02
2024-02-26,0,40,-12.5,DOWN,0.11
2024-02-27,40,10,-12.5,UP,0.00
2024-02-28,10,-40,-12.5,UP,0.13
2024-02-29,-40,57.5,-12.5,UP,0.18
2024-03-01,57.5,0,-12.5,DOWN,0.29
2024-03-04,0,-25,6.15,DOWN,0.03
2024-03-05,-25,13.33,6.15,DOWN,0.03
2024-03-06,13.33,0,6.15,DOWN,0.41
2024-03-07,0,-90,6.15,DOWN,0.53
2024-03-08,-90,0,6.15,DOWN,0.11
2024-03-11,0,-20,-16.25,UP,0.16
2024-03-12,-20,40,-16.25,UP,0.09
2024-03-13,40,-4,-16.25,DOWN,0.17
2024-03-14,-4,20,-16.25,UP,0.55
2024-03-15,20,0,-16.25,UP,0.07
2024-03-18,0,26.67,5.71,UP,0.15
2024-03-19,26.67,-40,5.71,UP,0.24
2024-03-20,-40,-42.5,5.71,DOWN,0.41
2024-03-21,-42.5,0,5.71,UP,0.57
2024-03-22,0,50,5.71,UP,0.45
2024-03-25,50,40,-10.91,DOWN,0.23
2024-03-26,40,-40,-10.91,UP,0.06
2024-03-27,-40,-10,-10.91,UP,0.06
2024-03-28,-10,5,-10.91,UP,0.19
2024-04-01,70,35,-13,UP,0.45
2024-04-02,35,26.67,-13,DOWN,0.19
2024-04-03,26.67,-55,-13,DOWN,0.54
2024-04-04,-55,-76.67,-13,DOWN,0.12
2024-04-05,-76.67,0,-13,UP,0.17
2024-04-08,0,-30,-38,DOWN,0.15
2024-04-09,-30,13.33,-38,UP,0.01
2024-04-10,13.33,-32.5,-38,UP,1.06
2024-04-11,-32.5,-5,-38,UP,0.03
2024-04-12,-5,-40,-38,UP,0.72
2024-04-15,-40,-55,-2.67,UP,0.16
2024-04-16,-55,40,-2.67,UP,0.05
2024-04-17,40,-47.5,-2.67,DOWN,0.29
2024-04-18,-47.5,0,-2.67,UP,0.19
2024-04-19,0,0,-2.67,UP,0.00
2024-04-22,0,10,-23.85,DOWN,0.07
2024-04-23,10,40,-23.85,DOWN,0.39
2024-04-24,40,-4,-23.85,UP,0.18
2024-04-25,-4,-15,-23.85,DOWN,0.25
2024-04-26,-15,0,-23.85,UP,0.32
2024-04-29,0,22.5,-21.67,DOWN,0.34
2024-04-30,22.5,-47.5,-21.67,UP,0.61
2024-05-01,-47.5,-55,-21.67,DOWN,0.44
2024-05-02,-55,-33.33,-21.67,DOWN,0.43
2024-05-03,-33.33,0,-21.67,DOWN,0.26
2024-05-06,0,30,-3.57,UP,0.02
2024-05-07,30,40,-3.57,UP,0.34
2024-05-08,40,-55,-3.57,UP,0.13
2024-05-09,-55,-45,-3.57,DOWN,0.30
2024-05-10,-45,0,-3.57,UP,0.07
2024-05-13,0,56.67,-3,DOWN,0.08
2024-05-14,56.67,-50,-3,DOWN,0.20
2024-05-15,-50,16,-3,DOWN,0.64
2024-05-16,16,0,-3,UP,0.12
2024-05-17,0,0,-3,DOWN,0.02
2024-05-20,0,0,-3,UP,0.11
2024-05-21,0,-40,-3,UP,0.10
2024-05-22,-40,2.5,-3,UP,0.26
2024-05-23,2.5,10,-3,UP,0.17
2024-05-24,10,0,-3,DOWN,0.37
2024-05-27,0,-50,19,DOWN,0.12
2024-05-28,-50,30,19,UP,0.02
2024-05-29,30,3.33,19,UP,0.47
2024-05-30,3.33,-15,19,DOWN,0.36
2024-05-31,-15,70,19,DOWN,0.05
2024-06-03,70,5,-11,DOWN,0.51
2024-06-04,5,0,-11,DOWN,0.03
2024-06-05,0,55,-11,UP,0.15
2024-06-06,55,0,-11,DOWN,0.16
2024-06-07,0,0,-11,UP,0.76
2024-06-10,0,30,46.67,UP,0.25
2024-06-11,30,-15,46.67,UP,0.08
2024-06-12,-15,-32.5,46.67,DOWN,0.56
2024-06-13,-32.5,6.67,46.67,UP,0.54
2024-06-14,6.67,40,46.67,UP,0.33
2024-06-17,40,73.33,11.18,DOWN,0.22
2024-06-18,73.33,0,11.18,DOWN,0.06
2024-06-19,0,48.57,11.18,DOWN,0.01
2024-06-20,48.57,-40,11.18,UP,0.32
2024-06-21,-40,0,11.18,UP,0.20
2024-06-24,0,-16.67,-8.18,DOWN,0.31
2024-06-25,-16.67,-20,-8.18,UP,0.13
2024-06-26,-20,56,-8.18,UP,0.42
2024-06-27,56,3.33,-8.18,DOWN,0.13
2024-06-28,3.33,70,-8.18,DOWN,0.04
2024-07-01,70,35,-11,UP,0.03
2024-07-02,35,0,-11,DOWN,0.17
2024-07-03,0,0,-11,DOWN,0.30
2024-07-04,0,-76.67,-11,DOWN,0.26
2024-07-05,-76.67,0,-11,DOWN,0.24
2024-07-08,0,-30,-24.44,UP,0.11
2024-07-09,-30,-40,-24.44,UP,0.12
2024-07-10,-40,-20,-24.44,DOWN,0.08
2024-07-11,-20,4,-24.44,DOWN,0.58
2024-07-12,4,40,-24.44,DOWN,0.34
2024-07-15,40,-80,-30.71,UP,0.10
2024-07-16,-80,-27.5,-30.71,UP,0.08
2024-07-17,-27.5,-23.33,-30.71,DOWN,0.50
2024-07-18,-23.33,0,-30.71,UP,0.40
2024-07-19,0,0,-30.71,UP,0.22
2024-07-22,0,-35,-11.67,DOWN,0.09
2024-07-23,-35,20,-11.67,UP,0.13
2024-07-24,20,-23.33,-11.67,DOWN,0.06
2024-07-25,-23.33,-58.33,-11.67,DOWN,0.03
2024-07-26,-58.33,0,-11.67,DOWN,0.04
2024-07-29,0,-6.67,-5,UP,0.23
2024-07-30,-6.67,-20,-5,DOWN,0.01
2024-07-31,-20,-13.33,-5,DOWN,0.43
2024-08-01,-13.33,0,-5,UP,0.31
2024-08-02,0,80,-5,DOWN,1.16
2024-08-05,80,-40,-25.29,DOWN,0.50
2024-08-06,-40,-40,-25.29,UP,0.27
2024-08-07,-40,5,-25.29,UP,0.22
2024-08-08,5,0,-25.29,UP,0.01
2024-08-09,0,0,-25.29,DOWN,0.07
2024-08-12,0,-20,-22.86,UP,0.00
2024-08-13,-20,-55,-22.86,DOWN,0.56
2024-08-14,-55,-24.29,-22.86,UP,0.01
2024-08-15,-24.29,-18.33,-22.86,UP,0.40
2024-08-16,-18.33,0,-22.86,DOWN,0.50
2024-08-19,0,-30,-5,DOWN,0.56
2024-08-20,-30,40,-5,DOWN,0.44
2024-08-21,40,-23.33,-5,DOWN,0.39
2024-08-22,-23.33,-50,-5,UP,0.47
2024-08-23,-50,0,-5,DOWN,0.78
2024-08-26,0,-16.67,26.67,UP,0.13
2024-08-27,-16.67,-40,26.67,DOWN,0.30
2024-08-28,-40,-32,26.67,UP,0.54
2024-08-29,-32,36,26.67,UP,0.25
2024-08-30,36,0,26.67,UP,0.36
2024-09-02,0,70,2.22,DOWN,0.05
2024-09-03,70,20,2.22,UP,0.18
2024-09-04,20,-14,2.22,DOWN,0.46
2024-09-05,-14,86.67,2.22,DOWN,0.25
2024-09-06,86.67,0,2.22,UP,0.07
2024-09-09,0,-30,-3.57,UP,0.37
2024-09-10,-30,-55,-3.57,UP,0.08
2024-09-11,-55,37.5,-3.57,UP,0.05
2024-09-12,37.5,5,-3.57,DOWN,0.30
2024-09-13,5,40,-3.57,DOWN,0.26
2024-09-16,40,-32.5,-23.08,DOWN,0.35
2024-09-17,-32.5,17.5,-23.08,UP,0.13
2024-09-18,17.5,-6,-23.08,DOWN,0.29
2024-09-19,-6,0,-23.08,UP,0.01
2024-09-20,0,0,-23.08,UP,0.11
2024-09-23,0,-16.67,2.22,UP,0.13
2024-09-24,-16.67,-13.33,2.22,DOWN,0.38
2024-09-25,-13.33,-40,2.22,UP,0.44
2024-09-26,-40,-5,2.22,DOWN,0.39
2024-09-27,-5,0,2.22,DOWN,0.14
2024-09-30,0,0,-30,UP,0.40
2024-10-01,0,0,-30,UP,0.41
2024-10-02,0,10,-30,UP,0.48
2024-10-03,10,0,-30,UP,0.30
2024-10-04,0,0,-30,UP,0.52
2024-10-07,0,-40,-8.18,UP,0.02
2024-10-08,-40,40,-8.18,UP,0.01
2024-10-09,40,-60,-8.18,UP,0.37
2024-10-10,-60,-22,-8.18,UP,0.06
2024-10-11,-22,0,-8.18,DOWN,0.10
2024-10-14,0,-40,-26,UP,0.40
2024-10-15,-40,30,-26,DOWN,0.04
2024-10-16,30,4.29,-26,UP,0.32
2024-10-17,4.29,-55,-26,UP,0.23
2024-10-18,-55,0,-26,DOWN,0.33
2024-10-21,0,-30,-0.59,UP,0.50
2024-10-22,-30,-40,-0.59,UP,0.07
2024-10-23,-40,-27.5,-0.59,UP,0.34
2024-10-24,-27.5,-20,-0.59,DOWN,0.35
2024-10-25,-20,0,-0.59,UP,0.19
2024-10-28,0,7.5,-30,UP,0.06
2024-10-29,7.5,-7.5,-30,UP,0.00
2024-10-30,-7.5,-12,-30,DOWN,0.32
2024-10-31,-12,12.5,-30,DOWN,0.01
2024-11-01,12.5,0,-30,UP,0.29
2024-11-04,0,-20,19.09,DOWN,0.37
2024-11-05,-20,-40,19.09,DOWN,0.45
2024-11-06,-40,-63.33,19.09,UP,1.61
2024-11-07,-63.33,50,19.09,DOWN,0.55
2024-11-08,50,0,19.09,UP,0.47
2024-11-11,0,0,5.83,UP,0.51
2024-11-12,0,50,5.83,UP,0.45
2024-11-13,50,34,5.83,UP,0.43
2024-11-14,34,-15,5.83,UP,0.18
2024-11-15,-15,0,5.83,UP,0.02
2024-11-18,0,-13.33,-6.15,DOWN,0.38
2024-11-19,-13.33,40,-6.15,DOWN,0.07
2024-11-20,40,-2.5,-6.15,UP,0.44
2024-11-21,-2.5,20,-6.15,UP,0.27
